request_id,submitted_at,service_id,channel_id,district_id,department_id,priority,status,resolved_at,resolution_hours,satisfaction_score,citizen_age_band,sla_met
1009181,2024-08-31 16:35:00,19,5,102,5,Medium,Resolved,2024-09-02 00:23:00,31.8,1.0,18-24,1
1009182,2024-06-21 20:14:00,14,1,101,3,Medium,Resolved,2024-06-29 21:26:00,193.2,2.0,55-64,1
1009183,2024-03-23 12:14:00,16,1,101,4,Medium,Resolved,2024-03-27 16:20:00,100.1,1.0,25-34,0
1009184,2025-02-04 10:01:00,12,1,101,1,Low,Open,,45.0,,25-34,
1009185,2024-12-27 01:29:00,16,2,103,4,Medium,Open,,36.4,,18-24,
1009186,2024-05-03 01:14:00,10,3,102,1,Medium,Resolved,2024-05-04 10:20:00,33.1,,25-34,0
1009187,2024-06-13 03:35:00,10,5,102,1,Low,Resolved,2024-06-14 08:17:00,28.7,3.0,65+,0
1009188,2024-05-20 03:53:00,11,2,104,1,Low,Resolved,2024-05-21 10:41:00,30.8,,45-54,1
1009189,2024-05-01 20:26:00,13,1,100,2,Low,Resolved,2024-05-08 06:20:00,153.9,4.0,35-44,0
1009190,2024-10-09 22:09:00,16,2,102,4,Medium,Reopened,2024-10-11 20:51:00,46.7,,25-34,1
1009191,2025-01-25 13:26:00,10,1,101,1,Medium,Resolved,2025-01-26 02:20:00,12.9,,55-64,1
1009192,2024-08-07 09:36:00,13,1,101,2,Low,Resolved,2024-08-11 05:42:00,92.1,,45-54,0
1009193,2024-12-18 13:07:00,15,1,103,3,Medium,Resolved,2024-12-21 08:43:00,67.6,,45-54,1
1009194,2024-09-28 00:59:00,13,1,105,2,Medium,Resolved,2024-09-29 16:41:00,39.7,5.0,55-64,1
1009195,2024-01-08 10:03:00,15,1,101,3,Medium,Resolved,2024-01-11 11:51:00,73.8,,25-34,1
1009196,2025-02-22 16:22:00,17,3,105,2,Medium,Resolved,2025-02-24 12:52:00,44.5,4.0,25-34,0
1009197,2024-06-03 15:13:00,10,1,104,1,Medium,Resolved,2024-06-05 11:07:00,43.9,2.0,35-44,0
1009198,2024-07-08 22:03:00,18,1,102,5,Low,Resolved,2024-07-11 20:09:00,70.1,3.0,55-64,1
1009199,2024-11-24 22:07:00,17,3,105,2,Low,Resolved,2024-11-26 15:25:00,41.3,5.0,65+,0
1009200,2024-09-12 23:04:00,11,5,104,1,Medium,Resolved,2024-09-14 21:34:00,46.5,,55-64,1
1009201,2025-02-24 07:52:00,13,1,102,2,Medium,Resolved,2025-02-25 22:46:00,38.9,,55-64,1
1009202,2024-02-19 11:53:00,14,5,101,3,Low,Resolved,2024-03-01 04:35:00,256.7,,45-54,0
1009203,2024-10-04 10:56:00,15,3,101,3,Medium,Resolved,2024-10-09 18:38:00,127.7,1.0,55-64,0
1009204,2024-10-17 22:33:00,13,2,102,2,Low,Resolved,2024-10-19 09:21:00,34.8,1.0,65+,1
1009205,2024-04-10 09:10:00,11,2,102,1,Low,Resolved,2024-04-11 21:28:00,36.3,,45-54,1
1009206,2024-02-10 02:59:00,19,4,100,5,Low,Resolved,2024-02-15 10:47:00,127.8,5.0,18-24,0
1009207,2024-01-16 10:20:00,12,4,101,1,Low,Resolved,2024-01-18 12:38:00,50.3,,45-54,0
1009208,2024-05-17 07:10:00,11,1,100,1,Low,Open,,45.2,,25-34,
1009209,2024-02-02 07:04:00,13,1,103,2,Low,Resolved,2024-02-03 21:10:00,38.1,,25-34,1
1009210,2024-01-01 01:47:00,15,1,102,3,Medium,Open,,76.8,,55-64,
1009211,2025-01-21 10:17:00,17,5,100,2,Low,Resolved,2025-01-22 07:59:00,21.7,,35-44,1
1009212,2024-11-24 21:06:00,16,5,102,4,Low,Resolved,2024-11-27 05:42:00,56.6,4.0,35-44,0
1009213,2024-08-29 17:41:00,12,5,100,1,Low,Resolved,2024-08-31 23:29:00,53.8,2.0,35-44,0
1009214,2024-11-10 20:20:00,11,2,102,1,Low,Resolved,2024-11-13 11:32:00,63.2,4.0,35-44,0
1009215,2025-02-21 09:19:00,10,2,100,1,Low,Resolved,2025-02-24 15:01:00,77.7,5.0,35-44,0
1009216,2025-01-04 06:42:00,14,2,103,3,High,Resolved,2025-01-06 18:00:00,59.3,1.0,25-34,1
1009217,2024-04-08 15:58:00,10,2,105,1,Medium,Resolved,2024-04-09 13:40:00,21.7,,18-24,1
1009218,2024-06-15 08:47:00,18,2,103,5,High,Resolved,2024-06-17 06:11:00,45.4,,35-44,1
1009219,2024-12-12 18:39:00,18,2,105,5,Low,Resolved,2024-12-16 14:39:00,92.0,,35-44,0
1009220,2025-02-13 06:08:00,18,1,100,5,High,Resolved,2025-02-13 19:14:00,13.1,,25-34,1
1009221,2024-10-22 18:06:00,16,2,104,4,Medium,Resolved,2024-10-24 20:24:00,50.3,4.0,25-34,0
1009222,2024-01-31 12:55:00,13,1,102,2,Medium,Reopened,2024-02-03 01:49:00,60.9,5.0,25-34,1
1009223,2024-08-07 21:48:00,14,5,100,3,Medium,Open,,209.8,,45-54,
1009224,2024-04-09 06:32:00,11,1,102,1,Low,Open,,40.8,,35-44,
1009225,2024-09-23 16:26:00,12,3,102,1,Medium,Resolved,2024-09-25 01:44:00,33.3,1.0,35-44,0
1009226,2024-03-26 04:11:00,12,3,102,1,Low,Resolved,2024-03-26 23:11:00,19.0,4.0,25-34,1
1009227,2024-05-19 18:03:00,13,1,100,2,Low,Resolved,2024-05-21 13:57:00,43.9,3.0,35-44,1
1009228,2024-01-24 04:35:00,17,3,103,2,Low,Resolved,2024-01-25 17:59:00,37.4,3.0,55-64,0
1009229,2024-12-17 00:27:00,19,1,100,5,Medium,Resolved,2024-12-19 20:51:00,68.4,5.0,25-34,1
1009230,2024-03-21 19:38:00,17,2,103,2,Medium,Resolved,2024-03-22 09:32:00,13.9,2.0,25-34,1
1009231,2024-10-30 18:02:00,17,4,101,2,Medium,Resolved,2024-10-31 07:20:00,13.3,,35-44,1
1009232,2024-11-11 11:16:00,18,4,102,5,Medium,Resolved,2024-11-15 07:22:00,92.1,,35-44,0
1009233,2024-10-26 10:13:00,12,5,104,1,Medium,Resolved,2024-10-27 17:01:00,30.8,1.0,35-44,0
1009234,2024-01-19 14:40:00,14,1,101,3,Medium,Resolved,2024-01-27 08:04:00,185.4,1.0,35-44,1
1009235,2024-01-04 10:25:00,19,1,104,5,Medium,Reopened,2024-01-06 13:13:00,50.8,2.0,45-54,1
1009236,2024-06-04 11:28:00,18,2,103,5,Low,Resolved,2024-06-08 19:34:00,104.1,,18-24,0
1009237,2025-01-25 03:09:00,12,2,102,1,Low,Resolved,2025-01-25 23:33:00,20.4,4.0,35-44,1
1009238,2024-07-03 13:28:00,17,5,100,2,Medium,Resolved,2024-07-04 16:34:00,27.1,4.0,25-34,0
1009239,2025-02-05 17:05:00,12,4,104,1,Medium,Resolved,2025-02-07 08:53:00,39.8,4.0,18-24,0
1009240,2025-02-13 14:11:00,13,3,101,2,Low,Open,,128.9,,25-34,
1009241,2024-01-19 22:37:00,19,2,103,5,Medium,Resolved,2024-01-23 21:49:00,95.2,,25-34,1
1009242,2024-12-13 03:09:00,19,2,103,5,Low,Resolved,2024-12-16 02:21:00,71.2,,25-34,1
1009243,2024-08-25 10:55:00,19,2,104,5,Low,Resolved,2024-08-30 04:19:00,113.4,1.0,45-54,0
1009244,2024-05-10 11:32:00,15,2,100,3,High,Resolved,2024-05-15 01:20:00,109.8,5.0,35-44,1
1009245,2024-11-23 12:13:00,11,2,102,1,Medium,Resolved,2024-11-25 16:55:00,52.7,1.0,25-34,0
1009246,2024-09-24 00:21:00,12,5,101,1,Low,Resolved,2024-09-25 23:03:00,46.7,5.0,35-44,0
1009247,2024-08-01 16:25:00,18,5,100,5,Low,Resolved,2024-08-08 05:07:00,156.7,,55-64,0
1009248,2025-02-01 12:02:00,11,2,105,1,Medium,Open,,92.5,,25-34,
1009249,2024-10-30 01:07:00,11,1,103,1,Medium,Resolved,2024-10-30 17:19:00,16.2,,35-44,1
1009250,2024-10-02 17:30:00,16,2,100,4,Low,Reopened,2024-10-04 00:36:00,31.1,3.0,45-54,1
1009251,2024-12-10 06:08:00,11,2,101,1,Medium,Resolved,2024-12-13 12:44:00,78.6,,35-44,0
1009252,2024-03-15 06:35:00,10,1,104,1,Low,Resolved,2024-03-16 18:05:00,35.5,5.0,35-44,0
1009253,2024-10-19 21:16:00,10,5,105,1,High,Reopened,2024-10-20 12:52:00,15.6,3.0,25-34,1
1009254,2024-10-26 04:04:00,19,1,104,5,Low,Resolved,2024-10-29 10:04:00,78.0,1.0,45-54,1
1009255,2024-03-09 15:36:00,12,5,102,1,High,Open,,7.9,,25-34,
1009256,2024-01-13 20:27:00,12,3,104,1,Low,Resolved,2024-01-15 09:45:00,37.3,1.0,18-24,0
1009257,2024-05-01 13:02:00,15,1,103,3,Medium,Resolved,2024-05-04 11:20:00,70.3,1.0,45-54,1
1009258,2024-11-19 06:52:00,15,2,101,3,Medium,Resolved,2024-11-26 13:40:00,174.8,,25-34,0
1009259,2025-01-31 06:21:00,19,2,100,5,Medium,Resolved,2025-02-02 09:15:00,50.9,1.0,55-64,1
1009260,2024-08-17 19:20:00,12,2,102,1,Low,Resolved,2024-08-19 02:38:00,31.3,3.0,35-44,0
1009261,2024-10-19 07:00:00,15,5,102,3,High,Resolved,2024-10-21 16:36:00,57.6,5.0,45-54,1
1009262,2025-01-22 03:50:00,12,2,104,1,Low,Open,,29.0,,25-34,
1009263,2024-02-12 21:01:00,19,5,105,5,Low,Resolved,2024-02-18 05:25:00,128.4,3.0,18-24,0
1009264,2024-02-26 05:17:00,14,1,104,3,Medium,Open,,197.6,,18-24,
1009265,2024-05-20 01:32:00,12,3,103,1,Medium,Resolved,2024-05-21 10:08:00,32.6,,18-24,0
1009266,2024-05-12 04:32:00,19,1,102,5,Low,Resolved,2024-05-15 22:26:00,89.9,,65+,1
1009267,2025-01-25 22:45:00,16,5,105,4,Medium,Resolved,2025-01-27 10:39:00,35.9,1.0,45-54,1
1009268,2025-02-11 11:28:00,15,1,100,3,High,Resolved,2025-02-14 04:28:00,65.0,,45-54,1
1009269,2024-02-28 05:54:00,14,3,103,3,Low,Resolved,2024-04-01 22:42:00,808.8,,45-54,0
1009270,2024-01-18 13:48:00,17,5,100,2,Medium,Resolved,2024-01-19 21:06:00,31.3,5.0,65+,0
1009271,2024-11-19 13:50:00,19,1,105,5,Medium,Resolved,2024-11-22 01:08:00,59.3,4.0,45-54,1
1009272,2025-01-02 19:08:00,15,2,101,3,Medium,Reopened,2025-01-04 20:08:00,49.0,,25-34,1
1009273,2024-11-06 03:47:00,19,4,102,5,Medium,Resolved,2024-11-15 02:23:00,214.6,3.0,18-24,0
1009274,2024-07-07 06:04:00,19,3,102,5,Medium,Resolved,2024-07-14 10:10:00,172.1,1.0,35-44,0
1009275,2025-01-24 00:48:00,11,2,105,1,Medium,Resolved,2025-01-24 20:30:00,19.7,,45-54,1
1009276,2024-11-05 11:55:00,17,1,100,2,Low,Resolved,2024-11-06 21:55:00,34.0,3.0,45-54,0
1009277,2024-02-10 07:04:00,18,4,102,5,High,Resolved,2024-02-13 12:52:00,77.8,,45-54,0
1009278,2024-08-18 15:20:00,10,2,100,1,Low,Resolved,2024-08-19 08:14:00,16.9,1.0,18-24,1
1009279,2024-03-26 23:43:00,11,2,101,1,Low,Reopened,2024-04-02 23:19:00,167.6,,65+,0
1009280,2024-10-19 09:36:00,11,3,102,1,Low,Resolved,2024-10-22 19:12:00,81.6,2.0,25-34,0
1009281,2024-10-08 21:51:00,14,3,103,3,Medium,Resolved,2024-10-24 12:39:00,374.8,3.0,55-64,0
1009282,2024-07-12 07:56:00,10,3,104,1,High,Resolved,2024-07-12 22:32:00,14.6,5.0,35-44,1
1009283,2024-02-13 04:46:00,11,1,104,1,Medium,Resolved,2024-02-15 07:40:00,50.9,,35-44,0
1009284,2024-07-19 12:08:00,11,5,101,1,Low,Reopened,2024-07-24 06:02:00,113.9,,45-54,0
1009285,2024-11-22 05:56:00,16,2,105,4,Low,Reopened,2024-11-23 07:14:00,25.3,2.0,45-54,1
1009286,2024-04-23 16:04:00,11,1,103,1,High,Resolved,2024-04-24 19:22:00,27.3,4.0,25-34,1
1009287,2024-10-18 07:24:00,19,3,103,5,Low,Resolved,2024-10-27 23:48:00,232.4,5.0,25-34,0
1009288,2024-06-02 21:14:00,10,1,105,1,Low,Resolved,2024-06-04 21:56:00,48.7,,45-54,0
1009289,2024-05-30 05:15:00,15,4,103,3,Medium,Resolved,2024-06-03 15:03:00,105.8,1.0,35-44,1
1009290,2024-01-06 21:27:00,13,1,101,2,High,Resolved,2024-01-07 15:45:00,18.3,,45-54,1
1009291,2025-02-08 14:46:00,10,3,104,1,Low,Resolved,2025-02-12 02:58:00,84.2,,25-34,0
1009292,2024-08-07 19:51:00,12,1,103,1,Low,Open,,48.9,,35-44,
1009293,2025-01-10 06:56:00,16,2,100,4,Low,Resolved,2025-01-11 03:32:00,20.6,,35-44,1
1009294,2024-07-08 08:41:00,14,2,103,3,High,Open,,110.8,,18-24,
1009295,2024-03-20 17:44:00,11,1,100,1,Medium,Resolved,2024-03-23 05:08:00,59.4,2.0,18-24,0
1009296,2024-05-14 14:40:00,13,3,105,2,Medium,Open,,125.1,,18-24,
1009297,2024-04-02 18:35:00,10,5,100,1,Low,Resolved,2024-04-03 15:47:00,21.2,2.0,55-64,1
1009298,2024-01-15 15:14:00,10,2,105,1,Low,Resolved,2024-01-16 21:44:00,30.5,2.0,55-64,0
1009299,2024-08-31 20:38:00,12,3,101,1,High,Resolved,2024-09-01 20:02:00,23.4,3.0,35-44,1
1009300,2024-12-18 06:33:00,11,3,102,1,Low,Resolved,2024-12-20 13:39:00,55.1,4.0,18-24,0
1009301,2024-06-09 17:49:00,12,5,103,1,Medium,Resolved,2024-06-10 11:13:00,17.4,4.0,25-34,1
1009302,2024-04-23 07:21:00,16,2,101,4,Low,Resolved,2024-04-26 06:21:00,71.0,4.0,35-44,0
1009303,2024-05-09 20:03:00,10,2,103,1,Low,Resolved,2024-05-10 12:51:00,16.8,3.0,45-54,1
1009304,2024-05-01 19:50:00,15,3,100,3,Medium,Open,,111.1,,35-44,
1009305,2024-03-08 20:06:00,10,1,103,1,Low,Resolved,2024-03-10 08:06:00,36.0,2.0,25-34,0
1009306,2024-01-04 22:36:00,19,2,101,5,Medium,Resolved,2024-01-08 17:30:00,90.9,4.0,18-24,1
1009307,2024-11-28 16:11:00,10,1,105,1,Low,Open,,52.9,,55-64,
1009308,2024-02-26 19:33:00,14,4,103,3,Low,Resolved,2024-03-15 01:57:00,414.4,3.0,35-44,0
1009309,2024-09-05 20:21:00,17,2,102,2,High,Resolved,2024-09-06 16:27:00,20.1,2.0,35-44,1
1009310,2024-07-25 23:58:00,10,5,104,1,Low,Resolved,2024-07-27 19:46:00,43.8,1.0,25-34,0
1009311,2024-06-13 18:55:00,12,1,105,1,Medium,Resolved,2024-06-15 03:13:00,32.3,1.0,18-24,0
1009312,2024-11-25 20:21:00,14,2,103,3,Low,Reopened,2024-12-07 07:21:00,275.0,4.0,55-64,0
1009313,2024-07-29 19:02:00,18,2,100,5,Low,Resolved,2024-08-02 11:50:00,88.8,1.0,35-44,0
1009314,2024-10-26 16:06:00,13,4,100,2,Low,Resolved,2024-10-30 13:30:00,93.4,,35-44,0
1009315,2024-05-04 13:34:00,11,1,104,1,Medium,Resolved,2024-05-05 16:58:00,27.4,5.0,25-34,1
1009316,2025-01-19 22:42:00,16,3,104,4,Medium,Resolved,2025-01-21 22:18:00,47.6,5.0,25-34,1
1009317,2024-04-19 03:02:00,10,1,102,1,Low,Reopened,2024-04-21 06:20:00,51.3,,55-64,0
1009318,2024-04-21 15:08:00,16,2,105,4,Medium,Reopened,2024-04-23 12:56:00,45.8,,65+,1
1009319,2024-02-15 02:14:00,10,3,102,1,Low,Resolved,2024-02-15 17:38:00,15.4,5.0,45-54,1
1009320,2024-05-16 08:40:00,13,1,105,2,Low,Resolved,2024-05-19 16:34:00,79.9,,35-44,0
1009321,2024-01-22 11:30:00,12,1,102,1,Medium,Resolved,2024-01-23 01:36:00,14.1,,35-44,1
1009322,2024-01-07 10:43:00,12,5,105,1,High,Resolved,2024-01-08 07:19:00,20.6,5.0,35-44,1
1009323,2025-01-23 22:11:00,14,4,102,3,Low,Resolved,2025-02-11 07:41:00,441.5,5.0,35-44,0
1009324,2024-08-01 19:10:00,13,3,101,2,High,Resolved,2024-08-04 12:04:00,64.9,,45-54,1
1009325,2024-08-10 06:00:00,18,5,104,5,Low,Open,,165.1,,25-34,
1009326,2024-07-29 04:00:00,16,1,102,4,Low,Resolved,2024-07-31 00:48:00,44.8,2.0,25-34,1
1009327,2024-11-13 14:26:00,13,2,104,2,Low,Resolved,2024-11-18 14:38:00,120.2,1.0,65+,0
1009328,2024-09-03 04:36:00,10,1,103,1,Medium,Resolved,2024-09-03 23:54:00,19.3,3.0,25-34,1
1009329,2024-11-22 10:24:00,10,1,100,1,Low,Resolved,2024-11-23 04:48:00,18.4,1.0,18-24,1
1009330,2024-08-06 12:37:00,10,3,104,1,Medium,Resolved,2024-08-07 19:07:00,30.5,5.0,35-44,0
1009331,2024-07-04 15:38:00,18,2,101,5,Medium,Resolved,2024-07-07 14:32:00,70.9,1.0,45-54,1
1009332,2024-12-22 09:58:00,11,4,101,1,Medium,Resolved,2024-12-24 14:10:00,52.2,4.0,25-34,0
1009333,2025-02-17 10:11:00,14,2,101,3,Medium,Resolved,2025-02-24 17:41:00,175.5,4.0,18-24,1
1009334,2025-02-03 07:49:00,13,2,100,2,High,Resolved,2025-02-05 07:37:00,47.8,2.0,35-44,1
1009335,2024-05-06 16:52:00,12,5,103,1,Low,Resolved,2024-05-07 14:34:00,21.7,1.0,18-24,1
1009336,2025-02-19 13:09:00,14,5,104,3,Medium,Resolved,2025-02-25 02:21:00,133.2,1.0,25-34,1
1009337,2024-05-21 08:23:00,17,3,103,2,Low,Resolved,2024-05-23 06:23:00,46.0,4.0,45-54,0
1009338,2024-06-24 10:41:00,15,5,103,3,Medium,Resolved,2024-06-27 09:53:00,71.2,,35-44,1
1009339,2024-02-26 13:41:00,16,5,101,4,Low,Resolved,2024-02-27 17:53:00,28.2,1.0,25-34,1
1009340,2024-06-18 07:07:00,19,3,104,5,Medium,Open,,77.2,,35-44,
1009341,2024-06-03 09:14:00,14,3,101,3,Low,Resolved,2024-06-20 00:08:00,398.9,5.0,35-44,0
1009342,2024-03-09 21:38:00,12,1,101,1,Medium,Resolved,2024-03-11 22:20:00,48.7,1.0,45-54,0
1009343,2024-03-18 20:38:00,10,1,102,1,Low,Open,,15.5,,25-34,
1009344,2024-05-30 21:43:00,11,5,104,1,Low,Reopened,2024-06-02 05:01:00,55.3,2.0,65+,0
1009345,2024-05-15 00:07:00,14,4,100,3,High,Resolved,2024-05-21 03:25:00,147.3,5.0,18-24,1
1009346,2024-09-02 01:19:00,18,1,103,5,Medium,Resolved,2024-09-05 00:43:00,71.4,,25-34,1
1009347,2024-04-14 07:19:00,10,2,105,1,Medium,Resolved,2024-04-15 14:13:00,30.9,,25-34,0
1009348,2024-02-10 22:21:00,10,1,104,1,Medium,Resolved,2024-02-12 03:09:00,28.8,4.0,18-24,0
1009349,2024-06-08 16:18:00,12,2,101,1,Medium,Resolved,2024-06-10 09:30:00,41.2,2.0,45-54,0
1009350,2024-07-21 14:40:00,12,2,102,1,Medium,Resolved,2024-07-23 03:04:00,36.4,3.0,55-64,0
1009351,2024-11-23 12:46:00,12,1,101,1,Low,Open,,11.5,,35-44,
1009352,2024-09-03 18:40:00,13,1,104,2,Medium,Resolved,2024-09-06 08:52:00,62.2,1.0,35-44,1
1009353,2024-04-23 15:46:00,16,1,100,4,Medium,Resolved,2024-04-25 00:34:00,32.8,,35-44,1
1009354,2024-02-10 09:36:00,11,1,104,1,Low,Resolved,2024-02-14 05:00:00,91.4,5.0,35-44,0
1009355,2024-10-03 11:43:00,16,2,104,4,High,Resolved,2024-10-04 20:49:00,33.1,3.0,35-44,1
1009356,2024-03-30 13:09:00,14,3,103,3,Medium,Resolved,2024-04-06 00:39:00,155.5,,25-34,1
1009357,2024-09-05 15:30:00,10,1,101,1,Low,Resolved,2024-09-07 20:42:00,53.2,4.0,35-44,0
1009358,2024-03-03 20:22:00,18,1,102,5,Low,Resolved,2024-03-06 01:16:00,52.9,,25-34,1
1009359,2024-03-14 08:22:00,12,3,100,1,Low,Resolved,2024-03-16 07:16:00,46.9,,25-34,0
1009360,2024-08-02 18:01:00,16,2,103,4,High,Resolved,2024-08-05 01:13:00,55.2,,45-54,0
1009361,2025-02-23 01:40:00,16,1,101,4,Medium,Resolved,2025-02-24 14:46:00,37.1,,45-54,1
1009362,2024-01-25 22:53:00,11,1,105,1,Low,Resolved,2024-01-27 11:29:00,36.6,,55-64,1
1009363,2024-05-24 00:51:00,16,1,104,4,High,Resolved,2024-05-24 18:27:00,17.6,,35-44,1
1009364,2024-11-14 18:30:00,10,2,100,1,Medium,Open,,12.3,,45-54,
1009365,2024-02-26 06:04:00,11,2,102,1,Low,Open,,44.3,,18-24,
1009366,2024-11-26 10:59:00,18,2,103,5,Medium,Resolved,2024-11-27 04:53:00,17.9,,25-34,1
1009367,2024-08-06 10:49:00,10,2,101,1,Medium,Open,,26.6,,45-54,
1009368,2024-08-24 15:14:00,16,1,105,4,Medium,Resolved,2024-08-25 22:02:00,30.8,1.0,35-44,1
1009369,2024-12-12 13:04:00,18,1,103,5,Medium,Resolved,2024-12-14 14:28:00,49.4,4.0,25-34,1
1009370,2024-02-23 05:25:00,13,2,101,2,High,Resolved,2024-02-24 21:19:00,39.9,5.0,65+,1
1009371,2024-06-30 08:14:00,10,2,105,1,Medium,Resolved,2024-07-02 20:02:00,59.8,1.0,35-44,0
1009372,2024-02-16 07:47:00,18,2,105,5,Medium,Resolved,2024-02-19 08:53:00,73.1,2.0,45-54,0
1009373,2024-07-15 20:01:00,16,3,103,4,Low,Open,,24.1,,45-54,
1009374,2024-09-21 01:42:00,14,5,103,3,Low,Open,,137.4,,18-24,
1009375,2024-11-05 14:28:00,11,3,102,1,Medium,Open,,55.5,,35-44,
1009376,2024-06-05 11:28:00,16,3,100,4,Low,Resolved,2024-06-08 20:16:00,80.8,1.0,18-24,0
1009377,2024-01-07 09:28:00,17,1,105,2,Low,Resolved,2024-01-08 07:10:00,21.7,1.0,35-44,1
1009378,2024-08-26 19:20:00,11,2,103,1,Low,Resolved,2024-08-28 10:38:00,39.3,2.0,65+,1
1009379,2024-07-25 23:24:00,10,2,104,1,Low,Open,,27.4,,25-34,
1009380,2024-04-06 07:12:00,17,2,100,2,Low,Resolved,2024-04-06 17:54:00,10.7,3.0,35-44,1
1009381,2024-09-10 10:24:00,18,2,101,5,Low,Resolved,2024-09-13 11:54:00,73.5,,35-44,0
1009382,2024-12-17 07:26:00,13,2,105,2,Low,Resolved,2024-12-18 11:56:00,28.5,,65+,1
1009383,2024-06-08 23:01:00,10,5,101,1,High,Resolved,2024-06-09 18:07:00,19.1,,45-54,1
1009384,2024-07-03 10:37:00,15,1,105,3,Medium,Resolved,2024-07-05 16:43:00,54.1,2.0,45-54,1
1009385,2024-11-14 03:31:00,13,3,102,2,Medium,Resolved,2024-11-16 22:25:00,66.9,,25-34,1
1009386,2024-09-02 00:02:00,13,1,100,2,Low,Resolved,2024-09-06 06:56:00,102.9,3.0,45-54,0
1009387,2024-03-03 06:04:00,12,2,104,1,Low,Reopened,2024-03-03 16:52:00,10.8,4.0,25-34,1
1009388,2024-09-11 05:13:00,10,1,102,1,Low,Open,,20.4,,45-54,
1009389,2024-10-01 11:05:00,12,5,100,1,Medium,Resolved,2024-10-03 02:47:00,39.7,4.0,25-34,0
1009390,2024-08-05 05:39:00,12,4,100,1,Low,Resolved,2024-08-05 22:03:00,16.4,4.0,18-24,1
1009391,2024-03-30 21:53:00,17,2,102,2,Medium,Resolved,2024-03-31 10:11:00,12.3,5.0,35-44,1
1009392,2024-11-08 13:21:00,19,3,100,5,High,Resolved,2024-11-09 09:21:00,20.0,4.0,55-64,1
1009393,2024-05-24 19:17:00,12,1,100,1,Medium,Reopened,2024-05-26 11:41:00,40.4,5.0,25-34,0
1009394,2024-01-19 21:59:00,16,1,105,4,Low,Resolved,2024-01-21 12:17:00,38.3,,18-24,1
1009395,2024-04-29 19:30:00,11,2,102,1,Medium,Open,,28.0,,55-64,
1009396,2024-03-21 23:35:00,10,5,100,1,Low,Resolved,2024-03-23 04:35:00,29.0,,25-34,0
1009397,2024-06-19 04:12:00,10,1,105,1,Low,Resolved,2024-06-20 06:24:00,26.2,1.0,25-34,0
1009398,2024-01-02 00:06:00,13,1,103,2,Medium,Open,,37.8,,35-44,
1009399,2024-12-25 21:07:00,18,1,105,5,Low,Resolved,2024-12-28 00:49:00,51.7,4.0,25-34,1
1009400,2024-11-27 10:38:00,12,3,105,1,High,Resolved,2024-11-28 01:20:00,14.7,,45-54,1
1009401,2024-04-23 04:26:00,17,4,101,2,Low,Resolved,2024-04-24 11:32:00,31.1,3.0,25-34,0
1009402,2024-09-20 00:51:00,16,2,102,4,Low,Resolved,2024-09-23 17:09:00,88.3,,18-24,0
1009403,2024-12-13 02:42:00,15,3,105,3,Medium,Resolved,2024-12-22 16:48:00,230.1,2.0,18-24,0
1009404,2024-05-12 14:01:00,15,4,101,3,Medium,Resolved,2024-05-15 18:55:00,76.9,5.0,35-44,1
1009405,2024-08-12 17:41:00,11,2,100,1,Low,Resolved,2024-08-14 19:29:00,49.8,,65+,0
1009406,2024-03-10 04:19:00,18,1,102,5,Low,Resolved,2024-03-13 18:13:00,85.9,5.0,18-24,0
1009407,2024-08-05 00:32:00,15,1,104,3,Medium,Resolved,2024-08-09 08:14:00,103.7,4.0,45-54,1
1009408,2024-03-11 03:54:00,19,5,104,5,Medium,Resolved,2024-03-14 16:24:00,84.5,1.0,45-54,1
1009409,2024-09-12 16:23:00,15,2,104,3,Medium,Reopened,2024-09-17 06:23:00,110.0,,45-54,1
1009410,2024-01-06 15:22:00,10,3,100,1,Low,Open,,12.8,,18-24,
1009411,2025-02-13 20:10:00,15,1,103,3,Low,Resolved,2025-02-21 05:52:00,177.7,3.0,25-34,0
1009412,2024-03-24 00:42:00,11,5,102,1,Medium,Reopened,2024-03-26 03:24:00,50.7,2.0,35-44,0
1009413,2024-03-30 18:17:00,13,2,102,2,High,Resolved,2024-04-01 22:53:00,52.6,4.0,25-34,1
1009414,2024-02-26 08:48:00,13,2,102,2,Medium,Resolved,2024-02-29 04:48:00,68.0,3.0,18-24,1
1009415,2024-05-30 01:53:00,11,2,103,1,Low,Resolved,2024-05-31 21:23:00,43.5,1.0,18-24,1
1009416,2024-11-23 12:13:00,18,3,105,5,Medium,Resolved,2024-12-04 17:55:00,269.7,,35-44,0
1009417,2024-06-05 23:05:00,10,2,103,1,High,Resolved,2024-06-06 08:47:00,9.7,2.0,35-44,1
1009418,2024-03-27 00:35:00,17,5,101,2,Medium,Resolved,2024-03-27 21:23:00,20.8,5.0,45-54,1
1009419,2024-05-24 23:29:00,13,1,103,2,Low,Resolved,2024-05-27 10:53:00,59.4,2.0,18-24,1
1009420,2025-01-03 22:48:00,16,2,101,4,Medium,Resolved,2025-01-06 07:12:00,56.4,,35-44,0
1009421,2025-02-21 07:55:00,13,5,101,2,Low,Resolved,2025-02-24 15:25:00,79.5,4.0,35-44,0
1009422,2024-12-29 23:39:00,10,1,100,1,Medium,Resolved,2024-12-31 01:03:00,25.4,2.0,25-34,0
1009423,2024-06-29 12:23:00,15,2,103,3,Medium,Resolved,2024-07-04 10:11:00,117.8,2.0,18-24,1
1009424,2024-03-14 12:31:00,15,2,105,3,Low,Resolved,2024-03-18 08:55:00,92.4,5.0,45-54,1
